orderid,noguest,tableno,intime,outtime,dine_type,payment,menu,sizeid,qty,price,cost,isrecommended,category,customer,gender,countryid,firstvisitdt
4805,2,5,2003-12-04 19:51:00,2003-12-04 21:35:00,Eat in,Cash,ชุดอาหารเที่ยง,S,2,100,31.25,0,Menu Set,Colleen Smith,F,US,2002-01-08 19:17:00
4806,4,2,2003-12-04 20:22:00,2003-12-04 21:43:00,Eat in,Visa Card,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Amy Crawford,F,UK,2002-01-07 12:07:00
4806,4,2,2003-12-04 20:22:00,2003-12-04 21:43:00,Eat in,Visa Card,ผัดผักรวม,L,2,80,32.0,0,Dish,Amy Crawford,F,UK,2002-01-07 12:07:00
4807,2,5,2003-12-05 10:51:00,2003-12-05 12:11:00,Eat in,Cash,แกงเขียวหวานไก่,M,1,60,24.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4807,2,5,2003-12-05 10:51:00,2003-12-05 12:11:00,Eat in,Cash,ทอดมันปลา,S,2,30,12.0,1,Appetizer,Any Male,M,TH,2002-01-04 19:22:00
4807,2,5,2003-12-05 10:51:00,2003-12-05 12:11:00,Eat in,Cash,น้ำเปล่า,M,1,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4808,1,3,2003-12-05 11:36:00,2003-12-05 13:24:00,Eat in,Master Card,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Colleen Smith,F,US,2002-01-08 19:17:00
4808,1,3,2003-12-05 11:36:00,2003-12-05 13:24:00,Eat in,Master Card,แกงเขียวหวานไก่,M,1,60,24.0,1,Dish,Colleen Smith,F,US,2002-01-08 19:17:00
4808,1,3,2003-12-05 11:36:00,2003-12-05 13:24:00,Eat in,Master Card,เทมปุระ,S,1,50,20.0,0,Appetizer,Colleen Smith,F,US,2002-01-08 19:17:00
4808,1,3,2003-12-05 11:36:00,2003-12-05 13:24:00,Eat in,Master Card,น้ำส้มคั้น,M,1,20,6.0,0,Beverage,Colleen Smith,F,US,2002-01-08 19:17:00
4808,1,3,2003-12-05 11:36:00,2003-12-05 13:24:00,Eat in,Master Card,โค้ก-Diet,M,2,15,4.5,0,Beverage,Colleen Smith,F,US,2002-01-08 19:17:00
4808,1,3,2003-12-05 11:36:00,2003-12-05 13:24:00,Eat in,Master Card,น้ำเปล่า,M,3,10,3.0,0,Beverage,Colleen Smith,F,US,2002-01-08 19:17:00
4808,1,3,2003-12-05 11:36:00,2003-12-05 13:24:00,Eat in,Master Card,ข้าวเหนียวมะม่วง,S,2,40,14.0,0,Dessert,Colleen Smith,F,US,2002-01-08 19:17:00
4809,6,4,2003-12-05 12:04:00,2003-12-05 13:54:00,Eat in,Master Card,ไอศครีมกะทิ,S,2,15,5.25,0,Dessert,Any Female,F,TH,2002-01-01 11:35:00
4809,6,4,2003-12-05 12:04:00,2003-12-05 13:54:00,Eat in,Master Card,ชุดอาหารเย็น,L,3,400,107.0,0,Menu Set,Any Female,F,TH,2002-01-01 11:35:00
4810,3,1,2003-12-05 12:14:00,2003-12-05 12:58:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4810,3,1,2003-12-05 12:14:00,2003-12-05 12:58:00,Eat in,Cash,แกงเขียวหวานไก่,M,3,60,24.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4810,3,1,2003-12-05 12:14:00,2003-12-05 12:58:00,Eat in,Cash,ผัดผักรวม,L,3,80,32.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
4810,3,1,2003-12-05 12:14:00,2003-12-05 12:58:00,Eat in,Cash,ไก่ทอด,M,3,70,28.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
4810,3,1,2003-12-05 12:14:00,2003-12-05 12:58:00,Eat in,Cash,ชุดอาหารเที่ยง,S,2,100,31.25,0,Menu Set,Any Male,M,TH,2002-01-04 19:22:00
4811,2,2,2003-12-05 12:27:00,2003-12-05 13:30:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4811,2,2,2003-12-05 12:27:00,2003-12-05 13:30:00,Eat in,Cash,ต้มยำกุ้ง (เล็ก),S,1,20,8.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
4811,2,2,2003-12-05 12:27:00,2003-12-05 13:30:00,Eat in,Cash,น้ำส้มคั้น,M,2,20,6.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4812,4,3,2003-12-05 18:30:00,2003-12-05 20:09:00,Eat in,Master Card,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4812,4,3,2003-12-05 18:30:00,2003-12-05 20:09:00,Eat in,Master Card,น้ำเปล่า,M,3,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4812,4,3,2003-12-05 18:30:00,2003-12-05 20:09:00,Eat in,Master Card,ชุดอาหารเที่ยง,S,2,100,31.25,0,Menu Set,Any Male,M,TH,2002-01-04 19:22:00
4813,3,1,2003-12-05 19:14:00,2003-12-05 20:55:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
4813,3,1,2003-12-05 19:14:00,2003-12-05 20:55:00,Eat in,Cash,ทอดมันปลา,S,3,30,12.0,1,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
4813,3,1,2003-12-05 19:14:00,2003-12-05 20:55:00,Eat in,Cash,น้ำส้มคั้น,M,3,20,6.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
4813,3,1,2003-12-05 19:14:00,2003-12-05 20:55:00,Eat in,Cash,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
4813,3,1,2003-12-05 19:14:00,2003-12-05 20:55:00,Eat in,Cash,ชุดอาหารเที่ยง,S,3,100,31.25,0,Menu Set,Any Female,F,TH,2002-01-01 11:35:00
4814,3,1,2003-12-05 19:19:00,2003-12-05 19:50:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,1,100,40.0,1,Dish,Richard Hank,M,US,2002-01-04 18:37:00
4814,3,1,2003-12-05 19:19:00,2003-12-05 19:50:00,Eat in,Cash,ไก่ทอด,M,1,70,28.0,0,Dish,Richard Hank,M,US,2002-01-04 18:37:00
4814,3,1,2003-12-05 19:19:00,2003-12-05 19:50:00,Eat in,Cash,โค้ก-Diet,M,2,15,4.5,0,Beverage,Richard Hank,M,US,2002-01-04 18:37:00
4814,3,1,2003-12-05 19:19:00,2003-12-05 19:50:00,Eat in,Cash,ชุดอาหารเย็น,L,2,400,107.0,0,Menu Set,Richard Hank,M,US,2002-01-04 18:37:00
4815,3,2,2003-12-05 19:25:00,2003-12-05 20:55:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4815,3,2,2003-12-05 19:25:00,2003-12-05 20:55:00,Eat in,Cash,ไอศครีมกะทิ,S,1,15,5.25,0,Dessert,Any Male,M,TH,2002-01-04 19:22:00
4816,2,2,2003-12-05 19:29:00,2003-12-05 21:15:00,Eat in,Visa Card,ต้มยำกุ้ง (กลาง),M,1,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4816,2,2,2003-12-05 19:29:00,2003-12-05 21:15:00,Eat in,Visa Card,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4817,2,3,2003-12-05 19:35:00,2003-12-05 20:40:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
4817,2,3,2003-12-05 19:35:00,2003-12-05 20:40:00,Eat in,Cash,ต้มยำกุ้ง (เล็ก),S,2,20,8.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
4817,2,3,2003-12-05 19:35:00,2003-12-05 20:40:00,Eat in,Cash,หมูสะเต็ะ,S,2,50,20.0,0,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
4817,2,3,2003-12-05 19:35:00,2003-12-05 20:40:00,Eat in,Cash,น้ำส้มคั้น,M,2,20,6.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
4817,2,3,2003-12-05 19:35:00,2003-12-05 20:40:00,Eat in,Cash,น้ำเปล่า,M,1,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
4818,1,3,2003-12-05 19:36:00,2003-12-05 20:51:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4818,1,3,2003-12-05 19:36:00,2003-12-05 20:51:00,Eat in,Cash,ต้มยำกุ้ง (เล็ก),S,2,20,8.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
4818,1,3,2003-12-05 19:36:00,2003-12-05 20:51:00,Eat in,Cash,น้ำเปล่า,M,3,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4819,2,2,2003-12-05 20:20:00,2003-12-05 21:22:00,Eat in,Visa Card,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4819,2,2,2003-12-05 20:20:00,2003-12-05 21:22:00,Eat in,Visa Card,ไก่ทอด,M,3,70,28.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
4819,2,2,2003-12-05 20:20:00,2003-12-05 21:22:00,Eat in,Visa Card,เทมปุระ,S,3,50,20.0,0,Appetizer,Any Male,M,TH,2002-01-04 19:22:00
4819,2,2,2003-12-05 20:20:00,2003-12-05 21:22:00,Eat in,Visa Card,โค้ก-Diet,M,2,15,4.5,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4820,1,0,2003-12-06 10:42:00,2003-12-06 11:11:00,To go,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
4820,1,0,2003-12-06 10:42:00,2003-12-06 11:11:00,To go,Cash,แกงเขียวหวานไก่,M,2,60,24.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
4820,1,0,2003-12-06 10:42:00,2003-12-06 11:11:00,To go,Cash,ไก่ทอด,M,2,70,28.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
4820,1,0,2003-12-06 10:42:00,2003-12-06 11:11:00,To go,Cash,น้ำเปล่า,M,3,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
4821,3,3,2003-12-06 11:39:00,2003-12-06 12:50:00,Eat in,Cash,ปลาราดพริก,L,2,400,160.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
4821,3,3,2003-12-06 11:39:00,2003-12-06 12:50:00,Eat in,Cash,หมูสะเต็ะ,S,1,50,20.0,0,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
4821,3,3,2003-12-06 11:39:00,2003-12-06 12:50:00,Eat in,Cash,น้ำส้มคั้น,M,2,20,6.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
4821,3,3,2003-12-06 11:39:00,2003-12-06 12:50:00,Eat in,Cash,ชุดอาหารเย็น,L,2,400,107.0,0,Menu Set,Any Female,F,TH,2002-01-01 11:35:00
4822,3,2,2003-12-06 12:26:00,2003-12-06 13:22:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Richard Hank,M,US,2002-01-04 18:37:00
4822,3,2,2003-12-06 12:26:00,2003-12-06 13:22:00,Eat in,Cash,น้ำเปล่า,M,2,10,3.0,0,Beverage,Richard Hank,M,US,2002-01-04 18:37:00
4823,3,3,2003-12-06 18:37:00,2003-12-06 20:07:00,Eat in,Master Card,ทอดมันปลา,S,2,30,12.0,1,Appetizer,Any Male,M,TH,2002-01-04 19:22:00
4823,3,3,2003-12-06 18:37:00,2003-12-06 20:07:00,Eat in,Master Card,โค้ก,M,2,15,4.5,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4823,3,3,2003-12-06 18:37:00,2003-12-06 20:07:00,Eat in,Master Card,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4824,2,4,2003-12-06 18:45:00,2003-12-06 20:49:00,Eat in,Check,แกงเขียวหวานไก่,M,3,60,24.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4824,2,4,2003-12-06 18:45:00,2003-12-06 20:49:00,Eat in,Check,เทมปุระ,S,2,50,20.0,0,Appetizer,Any Male,M,TH,2002-01-04 19:22:00
4824,2,4,2003-12-06 18:45:00,2003-12-06 20:49:00,Eat in,Check,โค้ก,M,3,15,4.5,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4824,2,4,2003-12-06 18:45:00,2003-12-06 20:49:00,Eat in,Check,โค้ก-Diet,M,1,15,4.5,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4825,2,4,2003-12-06 18:45:00,2003-12-06 20:37:00,Eat in,Master Card,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4825,2,4,2003-12-06 18:45:00,2003-12-06 20:37:00,Eat in,Master Card,แกงเขียวหวานไก่,M,1,60,24.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4826,2,4,2003-12-06 18:46:00,2003-12-06 20:09:00,Eat in,Master Card,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
4826,2,4,2003-12-06 18:46:00,2003-12-06 20:09:00,Eat in,Master Card,ผัดผักรวม,L,3,80,32.0,0,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
4826,2,4,2003-12-06 18:46:00,2003-12-06 20:09:00,Eat in,Master Card,เทมปุระ,S,2,50,20.0,0,Appetizer,Pete Johnson,M,US,2002-01-04 11:55:00
4826,2,4,2003-12-06 18:46:00,2003-12-06 20:09:00,Eat in,Master Card,ข้าวเหนียวมะม่วง,S,2,40,14.0,0,Dessert,Pete Johnson,M,US,2002-01-04 11:55:00
4827,3,1,2003-12-06 19:15:00,2003-12-06 20:02:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
4827,3,1,2003-12-06 19:15:00,2003-12-06 20:02:00,Eat in,Cash,แกงเขียวหวานไก่,M,2,60,24.0,1,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
4827,3,1,2003-12-06 19:15:00,2003-12-06 20:02:00,Eat in,Cash,ผัดผักรวม,L,2,80,32.0,0,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
4827,3,1,2003-12-06 19:15:00,2003-12-06 20:02:00,Eat in,Cash,โค้ก,M,3,15,4.5,0,Beverage,Pete Johnson,M,US,2002-01-04 11:55:00
4827,3,1,2003-12-06 19:15:00,2003-12-06 20:02:00,Eat in,Cash,น้ำเปล่า,M,3,10,3.0,0,Beverage,Pete Johnson,M,US,2002-01-04 11:55:00
4827,3,1,2003-12-06 19:15:00,2003-12-06 20:02:00,Eat in,Cash,ข้าวเหนียวมะม่วง,S,3,40,14.0,0,Dessert,Pete Johnson,M,US,2002-01-04 11:55:00
4827,3,1,2003-12-06 19:15:00,2003-12-06 20:02:00,Eat in,Cash,ชุดอาหารเที่ยง,S,2,100,31.25,0,Menu Set,Pete Johnson,M,US,2002-01-04 11:55:00
4828,3,2,2003-12-06 19:27:00,2003-12-06 21:34:00,Eat in,Check,น้ำส้มคั้น,M,2,20,6.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4828,3,2,2003-12-06 19:27:00,2003-12-06 21:34:00,Eat in,Check,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4829,2,4,2003-12-06 19:44:00,2003-12-06 21:01:00,Eat in,Master Card,ผัดผักรวม,L,1,80,32.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
4829,2,4,2003-12-06 19:44:00,2003-12-06 21:01:00,Eat in,Master Card,หมูสะเต็ะ,S,2,50,20.0,0,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
4829,2,4,2003-12-06 19:44:00,2003-12-06 21:01:00,Eat in,Master Card,น้ำเปล่า,M,1,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
4830,5,4,2003-12-06 19:48:00,2003-12-06 21:37:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
4830,5,4,2003-12-06 19:48:00,2003-12-06 21:37:00,Eat in,Cash,แกงเขียวหวานไก่,M,2,60,24.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
4830,5,4,2003-12-06 19:48:00,2003-12-06 21:37:00,Eat in,Cash,ปลาราดพริก,L,3,400,160.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
4830,5,4,2003-12-06 19:48:00,2003-12-06 21:37:00,Eat in,Cash,ไก่ทอด,M,2,70,28.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
4830,5,4,2003-12-06 19:48:00,2003-12-06 21:37:00,Eat in,Cash,ทอดมันปลา,S,2,30,12.0,1,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
4830,5,4,2003-12-06 19:48:00,2003-12-06 21:37:00,Eat in,Cash,เทมปุระ,S,3,50,20.0,0,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
4830,5,4,2003-12-06 19:48:00,2003-12-06 21:37:00,Eat in,Cash,น้ำส้มคั้น,M,2,20,6.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
4830,5,4,2003-12-06 19:48:00,2003-12-06 21:37:00,Eat in,Cash,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
4831,2,5,2003-12-06 19:56:00,2003-12-06 21:00:00,Eat in,Master Card,ต้มยำกุ้ง (ใหญ่),L,1,200,80.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
4831,2,5,2003-12-06 19:56:00,2003-12-06 21:00:00,Eat in,Master Card,แกงเขียวหวานไก่,M,2,60,24.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4831,2,5,2003-12-06 19:56:00,2003-12-06 21:00:00,Eat in,Master Card,ผัดผักรวม,L,2,80,32.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
4831,2,5,2003-12-06 19:56:00,2003-12-06 21:00:00,Eat in,Master Card,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4832,2,5,2003-12-06 19:58:00,2003-12-06 20:30:00,Eat in,Master Card,โค้ก-Diet,M,2,15,4.5,0,Beverage,Pete Johnson,M,US,2002-01-04 11:55:00
4833,5,2,2003-12-06 20:02:00,2003-12-06 21:23:00,Eat in,Visa Card,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
4833,5,2,2003-12-06 20:02:00,2003-12-06 21:23:00,Eat in,Visa Card,ปลาราดพริก,L,3,400,160.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
4833,5,2,2003-12-06 20:02:00,2003-12-06 21:23:00,Eat in,Visa Card,หมูสะเต็ะ,S,2,50,20.0,0,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
4833,5,2,2003-12-06 20:02:00,2003-12-06 21:23:00,Eat in,Visa Card,น้ำเปล่า,M,3,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
4834,3,1,2003-12-06 20:16:00,2003-12-06 22:07:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4834,3,1,2003-12-06 20:16:00,2003-12-06 22:07:00,Eat in,Cash,ปลาราดพริก,L,2,400,160.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
4834,3,1,2003-12-06 20:16:00,2003-12-06 22:07:00,Eat in,Cash,ผัดผักรวม,L,1,80,32.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
4834,3,1,2003-12-06 20:16:00,2003-12-06 22:07:00,Eat in,Cash,โค้ก,M,3,15,4.5,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4835,4,2,2003-12-07 11:21:00,2003-12-07 11:54:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
4835,4,2,2003-12-07 11:21:00,2003-12-07 11:54:00,Eat in,Cash,ต้มยำกุ้ง (เล็ก),S,2,20,8.0,0,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
4835,4,2,2003-12-07 11:21:00,2003-12-07 11:54:00,Eat in,Cash,น้ำเปล่า,M,2,10,3.0,0,Beverage,Pete Johnson,M,US,2002-01-04 11:55:00
4835,4,2,2003-12-07 11:21:00,2003-12-07 11:54:00,Eat in,Cash,ชุดอาหารเย็น,L,2,400,107.0,0,Menu Set,Pete Johnson,M,US,2002-01-04 11:55:00
4836,1,3,2003-12-07 11:30:00,2003-12-07 12:56:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4836,1,3,2003-12-07 11:30:00,2003-12-07 12:56:00,Eat in,Cash,น้ำส้มคั้น,M,3,20,6.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4836,1,3,2003-12-07 11:30:00,2003-12-07 12:56:00,Eat in,Cash,โค้ก-Diet,M,1,15,4.5,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4836,1,3,2003-12-07 11:30:00,2003-12-07 12:56:00,Eat in,Cash,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4837,3,3,2003-12-07 18:34:00,2003-12-07 20:04:00,Eat in,Visa Card,ต้มยำกุ้ง (กลาง),M,1,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
4838,3,5,2003-12-07 18:52:00,2003-12-07 20:21:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4838,3,5,2003-12-07 18:52:00,2003-12-07 20:21:00,Eat in,Cash,แกงเขียวหวานไก่,M,2,60,24.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4838,3,5,2003-12-07 18:52:00,2003-12-07 20:21:00,Eat in,Cash,ผัดผักรวม,L,3,80,32.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
4838,3,5,2003-12-07 18:52:00,2003-12-07 20:21:00,Eat in,Cash,โค้ก,M,2,15,4.5,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4838,3,5,2003-12-07 18:52:00,2003-12-07 20:21:00,Eat in,Cash,น้ำเปล่า,M,1,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4838,3,5,2003-12-07 18:52:00,2003-12-07 20:21:00,Eat in,Cash,ข้าวเหนียวมะม่วง,S,3,40,14.0,0,Dessert,Any Male,M,TH,2002-01-04 19:22:00
4838,3,5,2003-12-07 18:52:00,2003-12-07 20:21:00,Eat in,Cash,ชุดอาหารเที่ยง,S,3,100,31.25,0,Menu Set,Any Male,M,TH,2002-01-04 19:22:00
4839,3,5,2003-12-07 18:57:00,2003-12-07 20:06:00,Eat in,Visa Card,ต้มยำกุ้ง (เล็ก),S,2,20,8.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
4839,3,5,2003-12-07 18:57:00,2003-12-07 20:06:00,Eat in,Visa Card,น้ำเปล่า,M,1,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
4840,1,0,2003-12-07 19:23:00,2003-12-07 19:52:00,To go,Check,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
4840,1,0,2003-12-07 19:23:00,2003-12-07 19:52:00,To go,Check,แกงเขียวหวานไก่,M,1,60,24.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
4840,1,0,2003-12-07 19:23:00,2003-12-07 19:52:00,To go,Check,ไก่ทอด,M,2,70,28.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
4840,1,0,2003-12-07 19:23:00,2003-12-07 19:52:00,To go,Check,เทมปุระ,S,1,50,20.0,0,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
4841,2,2,2003-12-07 19:25:00,2003-12-07 21:36:00,Eat in,Cash,แกงเขียวหวานไก่,M,1,60,24.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4841,2,2,2003-12-07 19:25:00,2003-12-07 21:36:00,Eat in,Cash,ไก่ทอด,M,1,70,28.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
4841,2,2,2003-12-07 19:25:00,2003-12-07 21:36:00,Eat in,Cash,ข้าวเหนียวมะม่วง,S,3,40,14.0,0,Dessert,Any Male,M,TH,2002-01-04 19:22:00
4842,3,4,2003-12-07 19:41:00,2003-12-07 20:31:00,Eat in,Master Card,ต้มยำกุ้ง (กลาง),M,1,100,40.0,1,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
4842,3,4,2003-12-07 19:41:00,2003-12-07 20:31:00,Eat in,Master Card,ไก่ทอด,M,1,70,28.0,0,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
4842,3,4,2003-12-07 19:41:00,2003-12-07 20:31:00,Eat in,Master Card,ชุดอาหารเที่ยง,S,2,100,31.25,0,Menu Set,Pete Johnson,M,US,2002-01-04 11:55:00
4843,3,1,2003-12-07 20:10:00,2003-12-07 20:40:00,Eat in,Cash,แกงเขียวหวานไก่,M,3,60,24.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4843,3,1,2003-12-07 20:10:00,2003-12-07 20:40:00,Eat in,Cash,ผัดผักรวม,L,3,80,32.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
4843,3,1,2003-12-07 20:10:00,2003-12-07 20:40:00,Eat in,Cash,โค้ก,M,1,15,4.5,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4843,3,1,2003-12-07 20:10:00,2003-12-07 20:40:00,Eat in,Cash,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4844,3,1,2003-12-07 20:11:00,2003-12-07 22:17:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,1,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4844,3,1,2003-12-07 20:11:00,2003-12-07 22:17:00,Eat in,Cash,ต้มยำกุ้ง (เล็ก),S,2,20,8.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
4844,3,1,2003-12-07 20:11:00,2003-12-07 22:17:00,Eat in,Cash,โค้ก-Diet,M,2,15,4.5,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4844,3,1,2003-12-07 20:11:00,2003-12-07 22:17:00,Eat in,Cash,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
4845,4,3,2003-12-08 11:03:00,2003-12-08 13:23:00,Eat in,Check,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
4845,4,3,2003-12-08 11:03:00,2003-12-08 13:23:00,Eat in,Check,ปลาราดพริก,L,3,400,160.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
4845,4,3,2003-12-08 11:03:00,2003-12-08 13:23:00,Eat in,Check,น้ำเปล่า,M,3,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
